mol_id,group,true_kcal,stored_single_conf_pred_kcal,tta5_recorded_kcal,abs_err_tta5_recorded,draw_seed7_tta_kcal,draw_seed123_tta_kcal,draw_seed2024_tta_kcal,draw_seed999_tta_kcal,mean_abs_delta_vs_stored,max_abs_delta_vs_stored,mean_abs_delta_vs_tta5,max_abs_delta_vs_tta5,ttpool_allseeds_kcal,abs_err_pooled_allseeds
mobley_1075836,certain47,-2.93,1.7054182291030884,-3.003567,0.07356699999999972,1.4948209524154663,1.4246333837509155,1.4948126077651978,1.4948279857635498,0.22814449667930603,0.28078484535217285,4.480840732423783,4.49839498576355,0.581105585939026,3.511105585939026
mobley_1144156,certain47,-1.59,1.5570205450057983,-1.514696,0.07530400000000004,0.8267951011657715,0.8830568790435791,0.46167394518852234,1.0093718767166138,0.7617960944771767,1.095346599817276,2.3099204505286215,2.5240678767166136,0.33324036042289734,1.9232403604228974
mobley_1160109,certain47,-3.75,-6.241122722625732,-3.631805,0.11819500000000005,-4.114986896514893,-4.243024826049805,-3.4059998989105225,-4.89371395111084,2.0766913294792175,2.83512282371521,0.6455289436912537,1.26190895111084,-4.057906114517212,0.3079061145172117
mobley_1449384,gradient12,-0.68,-3.7039196491241455,-0.302322,0.37767800000000007,-3.70387601852417,-3.7038285732269287,-3.7038090229034424,-3.703850746154785,7.855892181396484e-05,0.000110626220703125,3.4015190902023313,3.4015540185241697,-3.023537272161865,2.343537272161865
mobley_1563176,gradient12,-0.99,-0.5691529512405396,-0.725599,0.264401,0.05005929619073868,-0.046399787068367004,0.16637839376926422,-0.27116402983665466,0.5438714195042849,0.7355313450098038,0.7003174682637453,0.8919773937692642,-0.16534502538900375,0.8246549746109962
mobley_1592519,certain47,-2.23,-2.2828855514526367,-2.121608,0.10839199999999982,-1.769505500793457,-2.1486165523529053,-1.9010252952575684,-1.0926077365875244,0.554946780204773,1.1902778148651123,0.40717350492858895,1.0290002634124757,-1.806672616998291,0.423327383001709
mobley_1636752,certain47,-5.1,1.7000370025634766,-5.248832,0.14883200000000052,1.700035810470581,1.700044870376587,1.7000248432159424,1.7000294923782349,7.18235969543457e-06,1.2159347534179688e-05,6.9488657541103365,6.948876870376587,0.310260603288269,5.410260603288268
mobley_1662128,certain47,1.38,0.9691640138626099,1.214554,0.16544599999999998,0.9691544771194458,0.969170331954956,0.9691588878631592,0.9691709280014038,6.973743438720703e-06,9.5367431640625e-06,0.2453903437652587,0.2453995228805541,1.0182417249877929,0.36175827501220703
mobley_1781152,certain47,-2.4,1.0695114135742188,-2.281577,0.11842299999999994,1.0695295333862305,1.0695240497589111,1.0695189237594604,1.069500207901001,1.2367963790893555e-05,1.811981201171875e-05,3.3510951787014007,3.3511065333862304,0.3992991429611206,2.7992991429611207
mobley_1827204,certain47,-2.81,-3.2717254161834717,-2.93804,0.12803999999999993,-2.2319631576538086,-2.298292398452759,-2.3430161476135254,-2.066007614135742,1.036905586719513,1.2057178020477295,0.7032201705360412,0.8720323858642578,-2.3754638635711673,0.4345361364288327
mobley_1873346,certain47,-0.9,-1.8178521394729614,-0.86671,0.03329000000000004,-1.8178890943527222,-1.8178386688232422,-1.8178651332855225,-1.8178515434265137,1.6003847122192383e-05,3.695487976074219e-05,0.9511511099720001,0.9511790943527222,-1.6276308879776,0.7276308879776
mobley_1967551,certain47,-3.5,-1.8379549980163574,-3.576121,0.0761210000000001,-1.8379944562911987,-1.8379549980163574,-1.8380085229873657,-1.8379672765731812,2.631545066833496e-05,5.352497100830078e-05,1.7381396865329743,1.7381660019836427,-2.185609250773621,1.314390749226379
mobley_2068538,certain47,2.0,0.8470677733421326,1.690307,0.309693,0.8470662236213684,0.8470681309700012,0.8470759391784668,0.8470720052719116,3.5762786865234375e-06,8.165836334228516e-06,0.843236425239563,0.8432407763786316,1.0157178598083496,0.9842821401916504
mobley_2197088,certain47,3.16,-4.643286228179932,3.104929,0.055071000000000314,-4.757498741149902,-3.3832907676696777,-3.802626848220825,-3.591658353805542,0.8166238069534302,1.259995460510254,6.988697677711487,7.862427741149903,-2.4860291421691896,5.64602914216919
mobley_2245668,certain47,-4.5,0.15489977598190308,-4.590388,0.09038799999999991,-0.4620857238769531,0.5672905445098877,-0.46208465099334717,0.21474424004554749,0.42655128985643387,0.6169854998588562,4.554854102421284,5.157678544509888,-0.946504718062973,3.553495281937027
mobley_2310185,certain47,-5.0,0.3653637766838074,-5.160136,0.1601359999999996,0.3653692603111267,1.3750264644622803,0.36534878611564636,0.3653656244277954,0.2524212524294853,1.009662687778473,5.777913533829212,6.53516246446228,-0.5378051729366302,4.46219482706337
mobley_2484519,certain47,-1.93,-0.688441276550293,-2.011054,0.08105400000000018,-0.6884020566940308,-0.6884300112724304,-0.6884198188781738,-0.6884164810180664,2.4184584617614746e-05,3.921985626220703e-05,1.3226369080343248,1.3226519433059694,-0.9529444735725402,0.9770555264274597
mobley_2487143,certain47,-3.28,-0.5141788125038147,-3.269985,0.010014999999999663,-0.9331382513046265,-0.7708386182785034,-0.6095340251922607,-0.5284929275512695,0.19632214307785034,0.41895943880081177,2.559484044418335,2.7414920724487306,-1.222397764465332,2.0576022355346675
mobley_2489709,certain47,-1.36,-0.24511687457561493,-1.179184,0.1808160000000001,-0.24512100219726562,-0.24511276185512543,-0.24512667953968048,-0.2451362907886505,9.365379810333252e-06,1.9416213035583496e-05,0.9340598164048195,0.9340712381448746,-0.43193614687614446,0.9280638531238556
mobley_2689721,certain47,1.23,-2.3235270977020264,1.109857,0.12014299999999989,-2.155674457550049,-2.1556618213653564,-2.155686140060425,-2.1556851863861084,0.16785019636154175,0.16786527633666992,3.2655339013404845,3.2655431400604247,-1.5025701210723876,2.7325701210723876
mobley_3040612,certain47,-0.85,-1.94937264919281,-0.690338,0.15966199999999997,-1.8722771406173706,-1.9493423700332642,-1.833754539489746,-1.8722831010818481,0.06745836138725281,0.11561810970306396,1.1915762878055571,1.259004370033264,-1.6435990302444459,0.7935990302444459
mobley_3269565,gradient12,-2.01,2.260281562805176,-1.575637,0.43436299999999983,2.2602782249450684,2.2602524757385254,2.2602641582489014,2.2602572441101074,1.8537044525146484e-05,2.9087066650390625e-05,3.8359000257606506,3.8359152249450683,1.4930830206085204,3.5030830206085204
mobley_3546460,certain47,-4.4,-2.2769877910614014,-4.294734,0.1052660000000003,-2.454422950744629,-1.6335362195968628,-1.8218460083007812,-1.6537586450576782,0.47481441497802734,0.6434515714645386,2.4038430440750123,2.6611977804031373,-2.37165956473999,2.0283404352600103
mobley_3573480,certain47,-3.04,-1.5044946670532227,-3.13491,0.09491000000000005,-1.746432900428772,-1.422518253326416,-1.079553246498108,-1.6925296783447266,0.23422276973724365,0.42494142055511475,1.6496514803504945,2.055356753501892,-1.8151888157196043,1.2248111842803957
mobley_3682850,gradient12,-4.91,-1.6840132474899292,-4.491678,0.41832199999999986,-1.813529372215271,-1.6840190887451172,-1.8135411739349365,-1.8135387897491455,0.09714385867118835,0.12952792644500732,2.7105208938388827,2.807658911254883,-2.3232612849288943,2.586738715071106
mobley_3802803,certain47,-1.66,-2.6457228660583496,-1.682614,0.022614000000000134,-1.4484935998916626,-1.5126667022705078,-0.9624574780464172,-1.650739073753357,1.2521336525678635,1.6832653880119324,0.2890247865095139,0.7201565219535828,-1.451394170792389,0.20860582920761095
mobley_3968739,certain47,-3.92,-0.3022817075252533,-3.741112,0.17888799999999971,-0.30218467116355896,-0.3022290766239166,-0.30218321084976196,-0.30217796564102173,8.797645568847656e-05,0.00010374188423156738,3.4389182689304354,3.4389340343589785,-0.9899773848556519,2.930022615144348
mobley_397645,certain47,-3.64,-1.3875054121017456,-3.435672,0.2043280000000003,-1.6825367212295532,-1.608724594116211,-1.6825159788131714,-1.830031394958496,0.3134467601776123,0.4425259828567505,1.734719827720642,1.826947405883789,-2.0478961378234866,1.5921038621765136
mobley_4252724,gradient12,0.16,-3.6681456565856934,-0.263039,0.42303900000000005,-3.668107748031616,-3.668138265609741,-3.7781009674072266,-3.6681418418884277,0.02750110626220703,0.1099553108215332,3.432583205734253,3.5150619674072265,-3.009105564587402,3.1691055645874022
mobley_4483973,gradient12,-0.8,0.13023707270622253,-1.513025,0.713025,0.13021640479564667,0.13018856942653656,0.130228653550148,0.13022169470787048,2.3242086172103882e-05,4.850327968597412e-05,1.6432388306200505,1.643253653550148,-0.19843393550395966,0.6015660644960403
mobley_4620651,gradient12,-4.1,-0.7047635912895203,-3.278359,0.8216409999999996,-0.43018877506256104,-0.43021222949028015,-0.4302092492580414,-0.4302029609680176,0.2745602875947952,0.27457481622695923,2.848155696305275,2.848170224937439,-0.9998344429557801,3.1001655570442197
mobley_4639255,gradient12,-9.3,1.1221929788589478,-10.110086,0.8100860000000001,-0.3813019394874573,1.1222003698349,0.68923419713974,-0.06250534951686859,0.7802898548543453,1.503494918346405,10.45199281949258,11.2322863698349,-1.7484917444059374,7.551508255594063
mobley_4762983,certain47,1.66,-2.5963621139526367,1.727566,0.06756600000000001,-2.2193593978881836,-1.6187491416931152,-2.4229013919830322,-1.8873611688613892,0.5592693388462067,0.9776129722595215,3.7646587751064295,4.150467391983032,-1.284161020085144,2.944161020085144
mobley_4883284,gradient12,-5.49,-5.22562313079834,-5.949131,0.4591310000000002,-5.22562313079834,-5.22560977935791,-5.2256622314453125,-5.225607872009277,1.6927719116210938e-05,3.910064697265625e-05,0.7235052465972904,0.723523127990723,-5.370326802722168,0.11967319727783199
mobley_5052949,gradient12,-1.28,-1.5502746105194092,-0.52697,0.75303,-0.05206933617591858,-0.4830729365348816,0.5136270523071289,-0.3925992250442505,1.4467459991574287,2.063901662826538,0.4234413886380196,1.0405970523071288,-0.18821688908958434,1.0917831109104157
mobley_5157661,certain47,2.3,0.4780457019805908,2.229164,0.0708359999999999,0.478041410446167,0.4780377149581909,0.4780312180519104,0.47804054617881775,7.97957181930542e-06,1.4483928680419922e-05,1.7511262775912284,1.7511327819480895,0.8282629779270172,1.4717370220729826
mobley_5346580,certain47,-3.11,-0.5866215825080872,-2.963547,0.14645299999999972,-0.5866661667823792,-0.5867711901664734,-0.5866672992706299,-0.5866618752479553,7.005035877227783e-05,0.00014960765838623047,2.3768553671331407,2.376885124752045,-1.0620627062934875,2.0479372937065126
mobley_5445548,certain47,-0.3,-1.4742263555526733,-0.428445,0.12844500000000003,-1.4742581844329834,-1.4742201566696167,-1.4742567539215088,-1.4742671251296997,2.7298927307128906e-05,4.076957702636719e-05,1.0458055550384522,1.0458221251296997,-1.2650894440307616,0.9650894440307616
mobley_5518547,certain47,-5.57,-7.638586521148682,-5.619876,0.049875999999999365,-7.688019275665283,-7.687961101531982,-7.687992095947266,-7.638611316680908,0.03705942630767822,0.04943275451660156,2.05576994745636,2.0681432756652836,-7.264491957965087,1.694491957965087
mobley_5538249,certain47,-2.16,-1.9642616510391235,-2.126223,0.03377700000000017,-1.9642819166183472,-1.9642704725265503,-1.9642705917358398,-1.9642751216888428,1.2874603271484375e-05,2.0265579223632812e-05,0.16194847435760495,0.16195252747344968,-1.996664220513916,0.16333577948608413
mobley_5973402,certain47,-4.42,-1.574253797531128,-4.171448,0.2485520000000001,-0.5402757525444031,-1.4013010263442993,-0.893500566482544,-0.38233682513237,0.7699002549052238,1.191916972398758,3.3670944573740957,3.78911117486763,-1.4777724341007232,2.9422275658992767
mobley_6102880,certain47,-2.87,-1.9597784280776978,-2.786055,0.08394499999999994,-1.959811806678772,-1.95982027053833,-1.9597872495651245,-1.959783673286438,2.232193946838379e-05,4.184246063232422e-05,0.826254249982834,0.8262713267135622,-2.125051600013733,0.7449483999862672
mobley_6250025,certain47,0.08,-2.769207239151001,0.237921,0.15792099999999998,-1.8303390741348267,-1.9730069637298584,-2.1759231090545654,-1.4270198345184326,0.9176349937915802,1.3421874046325684,2.089493245359421,2.4138441090545655,-1.4336735962875367,1.5136735962875367
mobley_6257907,gradient12,-5.82,-7.07003116607666,-6.259274,0.4392739999999993,-7.070084095001221,-7.070015907287598,-7.070056438446045,-7.0700578689575195,3.0040740966796875e-05,5.2928924560546875e-05,0.8107795774230961,0.8108100950012211,-6.907897661938476,1.0878976619384755
mobley_627267,certain47,-0.03,0.1861526221036911,-0.07541,0.045410000000000006,0.3454153835773468,0.3454173505306244,0.34541991353034973,0.34541770815849304,0.1592649668455124,0.15926729142665863,0.42082758894920347,0.4208299135303497,0.2612520711593628,0.2912520711593628
mobley_6619554,certain47,-2.49,-1.4576011896133423,-2.417729,0.0722710000000002,-0.7851148843765259,-1.0256036520004272,-1.0599315166473389,-1.090967059135437,0.46719691157341003,0.6724863052368164,1.4273247219600678,1.6326141156234741,-1.2758692224319457,1.2141307775680545
mobley_6911232,certain47,-2.1,2.56596040725708,-1.740984,0.359016,1.7161602973937988,2.565951108932495,1.7161545753479004,1.716144323348999,0.6373578310012817,0.849816083908081,3.6695865762557984,4.306935108932495,1.1946852610046386,3.2946852610046387
mobley_7157427,certain47,0.29,-2.726145029067993,0.35127,0.06127000000000005,-1.8442060947418213,-1.836350440979004,-2.1827585697174072,-2.051297187805176,0.7474919557571411,0.8897945880889893,2.329923073310852,2.534028569717407,-1.5126684586486818,1.8026684586486819
mobley_7542832,certain47,-1.16,-0.3672354221343994,-1.14524,0.014759999999999884,-0.8919571042060852,-0.9610697627067566,-0.3863181471824646,-1.4535114765167236,0.5559787005186081,1.0862760543823242,0.3761616156053543,0.7589218528175354,-0.9676192981224061,0.19238070187759382
mobley_7708038,certain47,-0.56,0.7078666687011719,-0.528852,0.031148000000000065,0.4274290204048157,0.7078796625137329,0.4274461269378662,0.4274226427078247,0.21032880246639252,0.28044402599334717,1.02639636314106,1.236731662513733,0.2922650905128479,0.8522650905128479
mobley_7814642,certain47,-1.12,-2.2612195014953613,-1.384256,0.2642559999999998,-2.261213541030884,-2.261216163635254,-2.261202573776245,-2.2612016201019287,1.1026859283447266e-05,1.7881393432617188e-05,0.876952474636078,0.876960163635254,-2.0858179797088625,0.9658179797088624
mobley_7943327,certain47,-2.68,0.6326569318771362,-2.680725,0.0007249999999996426,0.06542818248271942,0.1304597407579422,0.08163124322891235,0.13171865046024323,0.5303474776446819,0.5672287493944168,2.783034454232454,2.812443650460243,-0.45429743661403654,2.2257025633859637
mobley_7977115,certain47,-4.06,-1.526200532913208,-4.176212,0.11621199999999998,-0.909723162651062,-1.5155402421951294,-0.9946491718292236,-1.3782577514648438,0.3266579508781433,0.616477370262146,2.976669417964935,3.2664888373489376,-1.7948764656280516,2.265123534371948
mobley_8436428,certain47,2.83,-1.6973406076431274,2.723793,0.10620699999999994,-1.379278302192688,-1.4587810039520264,-1.6215782165527344,-1.3338762521743774,0.2489621639251709,0.36346435546875,4.172171443717957,4.345371216552735,-0.6139441549743652,3.443944154974365
mobley_8449031,gradient12,-3.22,0.09371540695428848,-2.265418,0.9545820000000003,0.8926280736923218,0.16630224883556366,0.452830046415329,0.12582510709762573,0.31568096205592155,0.7989126667380333,2.67481436901021,3.1580460736923217,-0.12556650479183196,3.0944334952081682
mobley_8522124,certain47,0.71,-4.003482341766357,0.74427,0.03427000000000002,-3.3510947227478027,-3.1211907863616943,-2.6571624279022217,-3.1614203453063965,0.9307652711868286,1.3463199138641357,3.816987070579529,4.095364722747803,-2.309319656463623,3.019319656463623
mobley_859464,certain47,-2.36,-2.3287150859832764,-2.44652,0.08652000000000015,-2.5111165046691895,-2.7420783042907715,-2.5111093521118164,-2.5203118324279785,0.2424389123916626,0.4133632183074951,0.12463399837493894,0.29555830429077146,-2.546227198699951,0.1862271986999513
mobley_8798016,certain47,-7.0,-3.9214634895324707,-7.196446,0.1964459999999999,-3.9214460849761963,-3.9214518070220947,-3.921440601348877,-3.921463966369629,1.3113021850585938e-05,2.288818359375e-05,3.2749953850708007,3.275005398651123,-4.57644969194336,2.4235503080566403
mobley_9507933,certain47,-4.72,-6.230097770690918,-4.523609,0.19639099999999932,-6.230162143707275,-6.230091571807861,-6.2300124168396,-6.2301554679870605,5.340576171875e-05,8.535385131835938e-05,1.7064964000854488,1.706553143707275,-5.8888061200683595,1.1688061200683597
